Destination,External,count
"2603:6081:2700:7550:2da2:1aa4:37a3:b1ad",External,20206
"2a06:98c1:310b::ac40:9bd1",External,1310
"2603:6081:2700:7550::1",External,1210
"2607:f8b0:4002:c08::8b",External,1102
"2607:f8b0:4002:c08::66",External,936
"2600:1900:4110:86f::",External,602
"20.60.236.129",External,436
"239.255.255.250",External,284
"224.0.0.251",External,188
"35.164.170.66",External,160
